Name,Category,Ratings,Rating counts,Mobile Number,Address,Segment,Website_clean,Website Status
Easy Pest Control,Pest control service,5,176,9789039020,"Second Floor, RK Plaza, 14, Lakeview Rd, Adambakkam, Chennai, Tamil Nadu 600088",Highly Recommended Service,https://easy-pest-control-chennai-adambakkam.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,Yes
Supreme Electricals and Lights,Electrician,4.5,174,6381283279,"S130, No.769, Spencer Plaza Mall, Shop No, S129, Anna Salai",Highly Recommended Service,no website,No
"Full House Deep Cleaning Services - Office Cleaning, Villa Cleaning, Bathroom & Kitchen Cleaning Services in Chennai",House cleaning,4.8,171,9384626223,"mobile back site, 3/207, Mahatma Gandhi St, Karapakkam, Chennai, Tamil Nadu 600097",Highly Recommended Service,https://fullhousedeepcleaningservices.com/,Yes
I Clean Services - Best office cleaning services | Commercial cleaning services | Industrial cleaning service chennai,Pest control service,4.6,170,6382300594,"4/51, Sundar Nagar 2nd Cross St",Highly Recommended Service,https://www.icleanservices.co.in/,Yes
Ayyappan Facility Service,House cleaning,4.8,170,9790855159,"No: 80/74, Marundeeswarar Nagar, LB Road, Opp to Brill Ink",Highly Recommended Service,no website,No
Magical Cleaning Service,House cleaning,4.5,166,8148542510,"G2, Moovendhar St, Vengaivasal, Medavakkam, Chennai, Tamil Nadu 600100",Highly Recommended Service,http://www.magicalcleaningservice.in/,Yes
Jaya Enterprises Pest Control Management Services,Pest control service,5,165,7397062187,"No 17, Jeeva Street, Kamarajapuram, Ambattur, Chennai, Tamil Nadu 600053",Highly Recommended Service,https://jayapest.in/,Yes
Greenway Plumbing Services,Plumber,4.7,165,7200025041,"251, Ambattur Red Hills Rd, East Balaji Nagar, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600053",Highly Recommended Service,https://www.greenwayservices.in/,Yes
PS house cleaning products,House cleaning,4,4,9941472122,"10, School Rd, Nerkundram, Thoraipakkam, Chennai, Tamil Nadu 600107",Needs Improvement,http://www.psproducts.weebly.com/,Yes
BM Electrical Service,Electrician,5,161,9840966914,"AN Pandian St, Sri Samundeeswari Nagar, Ramachandra Nagar, Anakaputhur, Chennai, Tamil Nadu 600070",Highly Recommended Service,https://wa.me/919840966914?text=hi%20i%20want%20electrician,Yes
PESTINATORS SERVICES,Pest control service,4.9,159,9176203876,"12/a 12, 4th Cross St",Highly Recommended Service,no website,No
Aishwaryam Facility Service Management,House cleaning,4.6,158,9176607770,"No.16, 18, 12th Cross St, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",Highly Recommended Service,http://aishwaryamfacility.com/,Yes
Intelligence Home Cleaning Services,House cleaning,4.8,158,8447745735,Sbioa Unity Enclave,Highly Recommended Service,http://www.inservices.in/,Yes
Life Line Placements - Manpower Consultancy in Chennai | Security Guard Service | Housekeeping Services Chennai,House cleaning,4.6,158,9962299076,"4th Floor, Nelson Towers, No 51/117, Nelson Manickam Rd",Highly Recommended Service,http://www.lifelineplacements.com/,Yes
CBR Enterprises,Electrician,4.9,157,9840015109,"88, Mohanapuri 4th St, RamaKrishna Nagar, Adambakkam, Chennai, Tamil Nadu 600088",Highly Recommended Service,https://vkno.in/cbrenterprises,Yes
EliteClean Facilities Services LLP,House cleaning,4.7,157,9884891319,"No. 24 & 25, 3rd Cross Street, 5th Cross St",Highly Recommended Service,https://www.eliteclean.services/,Yes
PUBLIC SECURITY SERVICE,House cleaning,5,155,7305552099,"NO-D2, Manohar Apartment, 1, Easwaran Koil Street, West Mambalam, Chennai, Tamil Nadu 600033",Highly Recommended Service,http://www.publicsecurutyservice.com/,Yes
Shakthi Electricals Chennai Private Limited,Electrician,4.2,44,9841816376,"New No. 2A, Madhavamani avenue, Old No. 10C, Velachery Main Rd, LIC Colony, Velachery, Chennai, Tamil Nadu 600042",Needs Improvement,http://www.shakthielectricals.com/,Yes
APK MOTORS-emergency 24 hours car breakdown service repair mechanic Chennai/water wash/Hyundai/maruti Suzuki/Ford/tata/Toyota,Car service center,4.7,154,9619485248,"Old No 90, New, 1090, Poonamallee High Rd",Highly Recommended Service,no website,No
Smart Pest Management Services,Pest control service,2.3,3,9840918782,"11/5, Athreyapuram Main Rd, Sriramapuram, Sakthi Nagar, Minor Trustpuram, Choolaimedu, Chennai, Tamil Nadu 600094",Needs Improvement,http://www.smartpest.in/,Yes
Saleya Clear Pro - House Deep Cleaning Services & Office Cleaning Services,House cleaning,5,153,9150554068,"3/240, 3/237, VOC St, Karapakkam, Chennai, Tamil Nadu 600097",Highly Recommended Service,https://housedeepclean.in/,Yes
"Kia Service Center - SVM Kia , Ekkatuthangal",Car service center,4.9,150,9731174750,"First Floor, Puliyur 2nd Lane, 4th Cross St",Highly Recommended Service,https://svmkia.com/,Yes
SRBS SRI RAMAKRISHNA BUILDING SERVICES,Plumber,4.8,149,9840729347,"14 14/7, Chinmaya Nagar Stage 2, Natesan Nagar, Virugambakkam, Chennai, Tamil Nadu 600092",Highly Recommended Service,https://srbsbuildingservices.com/,Yes
"Kia Service Center - SVM Kia , Ekkatuthangal",Car service center,4.9,149,7825868000,"Industrial Estate, 36 NP, Ekkatuthangal, Chennai, Tamil Nadu 600032",Highly Recommended Service,https://svmkia.com/,Yes
Sri Ganesh Electrical Works,Electrician,4.3,4,9789054128,"28, Alandur Rd, Abith Colony, Periyapet, Saidapet, Chennai, Tamil Nadu 600015",Needs Improvement,http://www.sriganeshelectricalworks.com/,Yes
Spark Electrical Works,Electrician,5,148,7358676760,"13-4, First Floor, Bajanai Koil 2nd St, Inbarajapuram, Choolaimedu, Chennai, Tamil Nadu 600094",Highly Recommended Service,https://instagram.com/spark_electrical_work?igshid=ytqwzjq0nmi0oa==,Yes
Sparkle cleaning services,House cleaning,4.7,144,7695862661,"8th Cross St, Karambakkam, Devi Nagar, Porur, Chennai, Tamil Nadu 600116",Highly Recommended Service,https://sparklecleanings.in/,Yes
AV AUTO CARRIAGE,Car service center,4.9,140,7550159719,"2/15, Porur Garden Main Rd, near TOLL GATE, Samayapuram Nagar, Porur, Chennai, Tamil Nadu 600116",Highly Recommended Service,no website,No
Noble Pest Control India Pvt Ltd,Pest control service,5,135,9941547121,"No.20, Puliyur 2nd Main Rd",Highly Recommended Service,no website,No
HICARE & CO - Pest Control Services in Chennai | Termite Control | Cockroach Control | Mosquito Control | Bed Bugs Control,Pest control service,4.9,134,9840381088,"34, Eswaran Koil Street, West Mambalam, Chennai, Tamil Nadu 600033",Highly Recommended Service,http://www.hicarechennai.in/,Yes
SD Electrical and plumbing works,Electrician,4.7,134,9962393926,"28b, Singaram Pillai St, near iyyappa theater, opposite Erukkancheri, Periyar Nagar, Mannurpet, Kodungaiyur, Chennai, Tamil Nadu 600050",Highly Recommended Service,no website,No
Electrical Inspectorate Government of Tamil Nadu - Head Office,Electrician,3.3,12,4422500184,"2675+HQG, Thiru Vi Ka Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Needs Improvement,http://www.tnei.tn.gov.in/,Yes
Electrical Inspectorate Government of Tamil Nadu - Head Office,Electrician,3.3,12,8056221183,"154, Govindappan Naicken St",Needs Improvement,http://www.tnei.tn.gov.in/,Yes
Sri Sai Vigneshwaran electrical and plumbing,Plumber,4.9,132,9952065825,"Lakshmi Kripa Apartment Lakshmi Kripa Agni, 25 hanumar kovil st, VOC St, Radha Nagar, Hasthinapuram, Chromepet, Chennai, Tamil Nadu 600044",Highly Recommended Service,no website,No
Bharathi Electrical & Plumbing Works,Plumber,4.8,131,9445247560,"19, Veerapandian St, Perambur, Chennai, Tamil Nadu 600039",Highly Recommended Service,no website,No
Home service deep cleaning & office deep cleaning house deep cleaning Bungalow deep cleaning kitchen cleaning Villa cleaning,House cleaning,5,130,7358274661,"1/392, Indira Gandhi St, near Hot Chips Hotel, Karapakkam, Chennai, Tamil Nadu 600097",Highly Recommended Service,https://homeservicedeepcleaning.com/,Yes
Vijay Home Services - Home cleaning and Pest control services,House cleaning,4.8,4239,8453748478,Unknown,Top Rated Service,http://www.vijayhomeservices.com/,Yes
Vishnu Cars - Workshop & Body Shop,Car service center,3.8,168,4422492130,"25GP+C5Q, Chellammal Nagar, Ramapuram, Chennai, Tamil Nadu 600089",Needs Improvement,http://www.vishnucars.com/,Yes
Dinesh Pest Control Services - Termite Control Treatment in Chennai,Pest control service,4.8,130,7401111691,"52, Earikarai St, Pallikaranai, Chennai, Tamil Nadu 600100",Highly Recommended Service,https://www.dineshpestcontrolservices.in/,Yes
LAKSHMI PRAKASAM PLUMBING & ELECTRICAL WORKS,Electrician,4.8,129,9087156702,"TK, Akr Nagar, Mogappair West, Maduravoyal, Chennai, Tamil Nadu 600037",Highly Recommended Service,http://lakshmiprakasamplumbingworks.business.site/,Yes
Urban House Deep Cleaning Chennai,House cleaning,4.9,127,9366851935,"3/171, Nehru St, Karapakkam, Chennai, Tamil Nadu 600097",Highly Recommended Service,https://www.experthomecleaningchennai.com/,Yes
Highrise Hangers - Facade Cleaning & Building Glass Cleaning Services in Chennai | Industrial Exterior Painting Crack Filling,House cleaning,5,126,9790895572,"8, 1st Floor, No 30, Pillayar Koil 3rd St, near poorvika Mobiles, Ambal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Highly Recommended Service,https://www.highrisehangers.co.in/,Yes
Aavinash Pest Control,Pest control service,3.9,104,9841497999,"No.586, 523, Anna Salai, T.V.K Colony, Teynampet, Chennai, Tamil Nadu 600018",Needs Improvement,https://aavinashpestcontrol.co.in/,Yes
Mosquito Nets Chennai - A.D.A.Enterprises,Pest control service,4.3,17,9444343378,"38/2, AVM Ave 1st Main Rd, AVM Avenue, Virugambakkam, Chennai, Tamil Nadu 600092",Needs Improvement,https://adaenterprises.in/,Yes
Sai Pest Control Services,Pest control service,4.9,125,7395959374,"No 9 B Vignesh Nagar Chinna Nolambur, Gajalakshmi Colony, Maduravoyal, Chennai, Tamil Nadu 600095",Highly Recommended Service,http://saipestcontrolservices.com/,Yes
Bosch Car Service - KRSA Auto Care,Car service center,4.1,164,9677130471,"No 1, Ayyavu Street, behind K.K. Nagar Bus Depo Road, Netaji Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083",Needs Improvement,https://ap.boschcarservice.com/in/en/book-a-car-service#/booking/classic/landing?customerid=76229456,Yes
"Beck & Pollitzer India Pvt. Ltd. - Chennai, India",Electrician,3.8,5,8148512904,Tamil Nadu,Needs Improvement,https://beck-pollitzer.com/,Yes
Easan Electrical and Plumbing Works,Electrician,4.7,125,9941357078,"OM SAKTHI NAGAR, 7/199, 10th St, Kovilambakkam, Chennai, Tamil Nadu 600129",Highly Recommended Service,https://easanelectricalandplumbing.blogspot.com/p/easan-electrical-plumbing-works.html,Yes
High Quality Home Cleaning Services - House Deep Cleaning | Bathroom Cleaning | Kitchen Cleaning | Floor Cleaning,House cleaning,4.8,125,9360291523,"03/159, Bharathiyar Street, OMR, Kalpalayam, Karapakkam, Chennai, Tamil Nadu 600097",Highly Recommended Service,https://highqualityhomecleaningservices.com/,Yes
"Aadhi Facility & Cleaning Services - Ramapuram, Chennai",House cleaning,5,122,7200101552,": 71, 1st Main Rd, above Sri Sai Mansion, Anandam Nagar, Ramapuram, Chennai, Tamil Nadu 600089",Highly Recommended Service,https://www.aadhifacilityservices.com/,Yes
heyram electrical works,Electrician,4.8,122,9940473759,"10th cross street, Perumal Koil St, Nerkundram, Chennai, Tamil Nadu 600107",Highly Recommended Service,no website,No
"CHENNAI CLEANING SERVICES - Industrial Office & Home Cleaning Services in Chennai, OMR, ECR | Marble Floor Polishing Services",House cleaning,4.7,118,7708199601,"No 2/6, Dharmaraja Koil Street, Kundrathur Main Rd, Kovur, Chennai, Tamil Nadu 600128",Highly Recommended Service,http://www.chennaicleaningservices.in/,Yes
Flash Pest Management,Pest control service,5,118,9952999433,"18/3, Srinivasa St",Highly Recommended Service,no website,No
Speed King engineer's Auto garage,Car service center,4.9,117,9840043433,"Krishnaveni Nagar Main Road AGS Colony, behind DLF BACK, Extension 2, Krishnaveni Nagar, Mugalivakkam, Chennai, Tamil Nadu 600125",Highly Recommended Service,no website,No
A&B CAR TINT STUDIO,Car service center,5,117,9840680288,"153, Arcot Rd, near Vadapalani Police Station, Ottagapalayam, Somasundara Bharathi Nagar, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,no website,No
Sri MSL Services,Plumber,4.9,116,9894485354,"140 50, East Coast Rd, Avvai Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",Highly Recommended Service,https://mslservices.in/,Yes
SP ELECTRICAL AND PLUMBING WORKS,Electrician,4.9,116,8428030578,"No.23/1, Thirumal Nagar 22nd St",Highly Recommended Service,no website,No
Ready Bro,Plumber,4.9,115,8122210023,"402, Kaveri complex, Nungambakkam High Rd, Subba Road Avenue, Nungambakkam, Chennai, Tamil Nadu 600034",Highly Recommended Service,no website,No
KB Plumbing Painting Works,Plumber,4.9,114,9025176537,"25, Aavin Milk Booth, Vellalar St",Highly Recommended Service,https://sites.google.com/view/kb-plumbing-painting-works/home,Yes
Sundaram Honda,Car service center,4.3,2200,9884680666,"Murugesan Naicker Complex, 1st Floor, Old No: 70 ; New No: 120, Vannier St",Top Rated Service,https://dealer.hondacarindia.com/sundaram-honda-tvs-personal-mobility-solution-private-limited-car-dealer-anna-salai-chennai-67382/home,Yes
"Tata Motors Cars Service Centre - Tafe Access, Greams Road",Car service center,3.7,906,9840287581,"Mambakkam, Tamil Nadu",Needs Improvement,https://dealer-locator.cars.tatamotors.com/tata-motors-cars-service-centre-tafe-access-greams-road-auto-accessories-stores-greams-road-chennai-87128/home,Yes
"Tata Motors Cars Showroom - Gurudev Motors, Arumbakkam",Car service center,3.9,1600,9884455108,"7/20, bharathiyar, Kamdar Nagar 3rd St",Top Rated Service,https://dealer-locator.cars.tatamotors.com/tata-motors-cars-showroom-gurudev-motors-arumbakkam-car-dealer-arumbakkam-chennai-76831/home?utm_source=locator&utm_medium=googleplaces,Yes
Muscat Motors,Car service center,4.6,113,9962288003,"16,Nagarjuna Nagar, 1st St, Rangarajapuram, Kodambakkam, Chennai, Tamil Nadu 600024",Highly Recommended Service,http://muscatmotors.com/,Yes
Kk plumbing service,Plumber,4.9,113,9940107876,"No, 51, 2nd Ave, Thanikachalam Nagar, F Block, Ponniammanmedu, Chennai, Tamil Nadu 600110",Highly Recommended Service,no website,No
Audi Service Chennai,Car service center,4.2,334,9944323833,"No-8045, veerapandi nagar, jabakalam street",Needs Improvement,https://dealers.myaudi.in/audi-service-chennai-audi-dealer-ambattur-chennai-122045/home?utm_source=locator&utm_medium=googleplaces,Yes
Gulf Bikestop Velan Auto Service,Car service center,4.4,112,8045849253,"No.35, 1, Gangai Amman Koil St, Thirumoolar Nagar, West Jafferkhanpet, Chennai, Tamil Nadu 600083",Highly Recommended Service,https://garages.gulfoilindia.com/ashok-nagar-chennai/6449084287287296,Yes
Deekay Electricals,Electrician,4,97,7395996439,Raja St,Needs Improvement,https://deekayelectricals.com/,Yes
GSK Pest Control Service Chennai,Pest control service,4.9,112,9884466920,"25/11, Annamalai Nagar First St, Ethiraj Nagar, West Mambalam, Chennai, Tamil Nadu 600033",Highly Recommended Service,https://www.gskpestcontrol.com/,Yes
AUTO RADIANCE DETAILING STUDIO - (Ceramic & Graphene Coating /PPF /WRAPPING/ WAX POLISHING for CARS & BIKES,Car service center,4.9,110,9003664630,"7/23, Police Office Rd, Ramapuram, Parangi Malai, Gandhi Nagar, Chennai, Tamil Nadu 600016",Highly Recommended Service,http://www.autoradiance.in/,Yes
Bright 'N' Shine Home & Office Deep Cleaning Services in Chennai,Pest control service,4.7,110,9884916790,"Arulayammanpet, 1st street, No 23, Alandur Rd",Highly Recommended Service,https://brightnshinefacility.com/,Yes
chennai Electrical and plumbing works,Electrician,4.7,110,8248540870,"787,thiruvalluvar salai,5th cross street,baradhidasan nagar, Alapakkam, Porur, Chennai, Tamil Nadu 600116",Highly Recommended Service,no website,No
"Duster Total Solutions Services, Kodambakkam, Chennai - Regional Office",House cleaning,4.3,38,9004996868,"Landmark :, 11, Nagarjuna Nagar, 1st St, next to Bank of Baroda, Rangarajapuram, Kodambakkam, Chennai, Tamil Nadu 600024",Needs Improvement,https://dtss.in/,Yes
"ADDAX AUTOMOTIVE (Car Service, Car AC Repair, Car Accident Insurance Claim, Car Mechanic, Car Towing, Car road assistance))",Car service center,4.6,110,9840053903,"Ground Floor, Plot no 54, 4th St",Highly Recommended Service,no website,No
Anandha Electrical and Plumbing works,Electrician,4.9,109,8056111014,"258, Velachery Main Rd, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 600100",Highly Recommended Service,no website,No
JRVJ SERVICES,Electrician,4.9,109,7845421810,"47a, Thangal Erikkarai St",Highly Recommended Service,no website,No
Green Secure Pest Control - Best pest control service provider in Chennai for Homes and Industries,Pest control service,4.9,108,8667070220,"1197, 3rd Main road, Mathur",Highly Recommended Service,https://greensecurepestcontrols.com/,Yes
Kleanmax Pro,House cleaning,4.8,107,9710148218,"No 6, jayam industrial estate, 1st Main Rd, Chettiyar Agaram, Vanagaram, Chennai, Tamil Nadu 600116",Highly Recommended Service,https://www.kleanmaxpro.com/,Yes
RK AUTO SERVICE,Car service center,4.9,106,9003177169,"107, Choolaimedu High Rd, Krishnapuram, Choolaimedu, Chennai, Tamil Nadu 600094",Highly Recommended Service,no website,No
Deep Cleaning Services - Professional Home Cleaning Chennai | Bathroom Cleaning | Kitchen Cleaning | Floor Cleaning,House cleaning,4.8,104,7629042809,"1/242, Pillayar Kovil St, Santan Avenue, Indira Nagar, Thoraipakkam, Chennai, Tamil Nadu 600097",Highly Recommended Service,https://deepcleaningservice.co.in/,Yes
Team K1,Pest control service,5,104,9841050525,"27/2, 92nd Street, 18th Ave, Ashok Nagar, Chennai, Tamil Nadu 600083",Highly Recommended Service,https://www.indiamart.com/teamk1chennai/,Yes
SLV Motors Multi brand car service,Car service center,5,103,9840237642,"54/56, Savari Muthu St",Highly Recommended Service,https://tnshops.my.canva.site/slv-motors,Yes
Alpho Pest Control Pvt Ltd,Pest control service,5,100,4448600654,"No51, Ravi Colony Third St, Ramapuram, Nazarethpuram, Gandhi Nagar, St.Thomas Mount, Chennai, Tamil Nadu 600032",Highly Recommended Service,https://www.alphopestcontrol.com/,Yes
GoMechanic - Car Repair Service Chennai,Car service center,4,22,8398970970,"25, 51, 4th Ave, Sarvamangala Colony, Vivekanandapuram, Ashok Nagar, Chennai, Tamil Nadu 600083",Needs Improvement,https://gomechanic.in/,Yes
Gupta Sales Corporation,Plumber,4.7,99,9380495408,"195, P.T. Rajan Salai, near lakshman Shruthi signal",Highly Recommended Service,no website,No
Chennai plumber,Plumber,4.9,99,8122033303,"70, Ponnammain Kovil street, durai Swami Nagar, Kotturpuram, Chennai, Tamil Nadu 600085",Highly Recommended Service,no website,No
acme pest control termite control chennai,Pest control service,4.7,98,9841080005,"PICNIC PLAZA, 2, Ramakrishna Mutt Rd, Kapali Thottam, Mylapore, Chennai, Tamil Nadu 600004",Highly Recommended Service,http://www.pestcontrolchennai.com/,Yes
"Torque Auto Workz, Multi-Brand Car Service",Car service center,4.4,98,9841011120,": No.21, 9, Gugan St",Highly Recommended Service,https://www.torqueautoworkz.in/,Yes
SRD Vinayaga Electrical Works,Electrician,4.8,98,9600159505,"Plot No. 5/ 222, Mogappair West, Mugappair, Chennai, Tamil Nadu 600037",Highly Recommended Service,no website,No
Clean & Clean Pvt Ltd,House cleaning,4.8,98,9677276782,"No14, Velayudham St",Highly Recommended Service,no website,No
HomeTriangle Chennai,Electrician,3.9,779,7636920000,No D6,Needs Improvement,https://hometriangle.com/,Yes
HomeTriangle Chennai,Plumber,3.9,779,9344482589,"Kalasathamman koli st 4,16 A",Needs Improvement,https://hometriangle.com/,Yes
HomeTriangle Chennai,House cleaning,3.9,779,7676000100,Unknown,Needs Improvement,https://hometriangle.com/,Yes
J K PEST CONTROL | Pest Control Services | Termite Control Services| Termite Piping Services,Pest control service,4.8,97,9884435893,"71, Mundakanni Amman Koil St, Mylapore, Chennai, Tamil Nadu 600004",Highly Recommended Service,https://www.jkpestcontrol.co.in/,Yes
Sathwik Car Care (DOORSTEP SERVICE),Car service center,4.8,97,8608524329,"RR MANSIONS, 5th St, Jai Nagar, Arumbakkam, Chennai, Tamil Nadu 600106",Highly Recommended Service,no website,No
Tidyhome,House cleaning,4.6,96,9940168769,"16/7, Sembada St",Highly Recommended Service,no website,No
10X MOTORS CARE PRIVATE LIMITED,Car service center,4.8,95,9884949956,"1/30 ANGALAMMAI KOIL SECOND STREET, Vandikaran St",Highly Recommended Service,http://www.10xmotors.in/,Yes
JusCare,House cleaning,4.7,95,9080114659,"127, Gangai Amman Koil St, Gangai Amman Nagar, Mogappair West, Mogappair, Chennai, Tamil Nadu 600107",Highly Recommended Service,https://www.juscare.in/,Yes
5star home cleaning service in chenni,House cleaning,4.8,94,8220088928,"3/423, Venrasi, Gangaiamman Kovil St, Karapakkam, Chennai, Tamil Nadu 600119",Highly Recommended Service,https://www.5starhomedeepcleaning.com/,Yes
RK electrical and plumbing services,Electrician,5,94,8695174760,"Chavadi St, Sunnambu Colony, Pallavaram, Chennai, Tamil Nadu 600043",Highly Recommended Service,no website,No
Mr.Clean Facility Management Services,Plumber,4.6,93,9940255982,"102, J.A. Nagar, Alandur Rd, Saidapet, Chennai, Tamil Nadu 600015",Highly Recommended Service,http://www.mrcleanfms.com/,Yes
Chennai home service -ac service in ashoknager /kknager/jafferkhanpet/Ramapuram,Electrician,5,92,9791191177,"41, Ayyavu Main Street K.K. Nagar Bus Depo Road behind K.K Nager, Bharathidasan Colony, West Jafferkhanpet, Chennai, Tamil Nadu 600083",Highly Recommended Service,http://www.chennaihomeservice.com/,Yes
"KB BOREWELL CLEANING SERVICES CHENNAI - BOREWELL CLEANING CONTRACTORS IN CHENNAI & TAMILNADU, HAND BOREWELL CLEANING SERVICES",House cleaning,4.8,92,9176147051,"84, Gangaiamman Koil St, Andavar Nagar, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,http://www.kbborewellcleaningservices.com/,Yes
Angalamman auto works,Car service center,4.9,92,9025974414,"11/1, Lazar Street, South Phase, Sathya Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Highly Recommended Service,no website,No
Jayaprakash auto car care,Car service center,4.9,91,7299444455,"No.8/1324, 25th Street, TVS Industries, Korattur, Chennai, Tamil Nadu 600050",Highly Recommended Service,https://demo2.clickplus.co.in/jacc/,Yes
KUN Honda Service Center,Car service center,3.8,1174,4442154589,"Prasad Arcade, 70, Ashok Nagar 2nd Ave, Sarvamangala Colony, Aruna Colony, Kodambakkam, Chennai, Tamil Nadu 600083",Needs Improvement,https://kunhonda.com/,Yes
El Shadai Service Care (House Cleaning Service/Housekeeping Service/Home Cleaning Service),House cleaning,4,4,8122289994,Ganapathy Colony Road,Needs Improvement,https://kutubcleaningservice.com/,Yes
KAARKI ELECTRICALS,Electrician,4.9,91,9710046052,"New no :19, Old no:10, 8th street Nehru colony,pazhavanthangal, Nanganallur, Chennai, Tamil Nadu 600061",Highly Recommended Service,no website,No
Entomist Pest Management Services Pvt Ltd - Pest Control Services in Chennai | Cockroach & Termite Pest Treatment,Pest control service,4.4,86,9962985818,"No #7/88 2nd Floor, Karikalan East 1st Cross St, above Mathi Hospital, Ramapuram, Paramesh Nagar, Adambakkam, Chennai, Tamil Nadu 600088",Highly Recommended Service,http://www.entomist.com/,Yes
Mithun prakash Electrical,Electrician,4.8,85,9952029659,"Gandhi Nagar, Keelkattalai, Chennai, Tamil Nadu 600117",Highly Recommended Service,no website,No
Tune N Lube Bike Service Center,Car service center,4.6,84,9791365858,"51/213 A, Kaliamman Koil St",Highly Recommended Service,no website,No
Lifaai deep cleaners,House cleaning,5,84,9500990059,"187 Nehruji 1'st street New kamarajar nager Corporation school, opp. Vyasarpadi",Highly Recommended Service,no website,No
CHENNAI PEST FREE SERVICE - PEST CONTROL SERVICE IN TNAGAR,Pest control service,5,83,9500001789,"n0, 05, Singaravelu St, Pondy Bazaar, T. Nagar, Chennai, Tamil Nadu 600017",Highly Recommended Service,http://chennaipestcontrolservice.com/,Yes
MY CRONY,House cleaning,4.2,124,9710777177,"70, First Main Rd",Needs Improvement,https://mycrony.wcard.me/,Yes
MyTVS Car Service Guindy,Car service center,4.1,2464,7358202225,"B 5, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",Top Rated Service,https://mytvs.in/service?utm_source=google&utm_medium=gmb,Yes
myTVS Car Service & Repairs,Car service center,3.8,6,9884370441,Pulianthope High Road,Needs Improvement,https://mytvs.in/service?utm_source=google&utm_medium=gmb,Yes
Havells Authorised Partner - Sri Sai Electricals,Electrician,4.1,108,7305416691,"No 3, 3rd Cross St",Needs Improvement,https://partners.havells.com/havells/chennai/mandavelipakkam/havells-authorised-partner-sri-sai-electricals-in-mandavelipakkam-chennai--7mbziw/home,Yes
ANGEL ALPHA DEEP CLEANING SERVICES,House cleaning,5,82,7338981774,"NO.8, 2nd St, near MSA BUILDERS, GANESAPURAM, Teynampet, Chennai, Tamil Nadu 600018",Highly Recommended Service,http://www.angelalphadeepcleaningservice.com/,Yes
PeeYesYem Hyundai Car Service Center - Guindy,Car service center,4.1,514,9840272075,"3/9, Mookathal St",Needs Improvement,https://peeyesyemhyundai.in/,Yes
PeeYesYem Hyundai Car Service Center - Kotturpuram,Car service center,4.3,400,9840804130,"101/45, Madhavaram High Rd",Needs Improvement,https://peeyesyemhyundai.in/,Yes
Service Square Home & Office Deep cleaning service Chennai,House cleaning,4.6,82,7358333371,"1, 152, 200 Feet Radial Rd, Seevaram, Thoraipakkam, Tamil Nadu 600097",Highly Recommended Service,https://servicesquare.com/,Yes
Perfect Plumbers,Plumber,3,3,9444173324,"1, Kamarajar Salai, behind Surya Mahal, Periyar Nagar, Alwartirunagar, Chennai, Tamil Nadu 600087",Needs Improvement,https://perfectplumber.in/,Yes
SVM CAR CARE,Car service center,4.9,82,9940055772,3+ years in business,Highly Recommended Service,no website,No
Karsenz Total Car Care Pvt Ltd - UNIT 2,Car service center,5,81,9787488884,"1, Palayakaran Street, Balaji Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Highly Recommended Service,https://www.karsenz.in/,Yes
Saai DK Motors - Best Multi Brand Car Service in Chennai,Car service center,4.3,100,9841719480,N 10 Jeyaram Nagar,Needs Improvement,https://saaidkmotors.com/,Yes
Karsenz Total Car Care Pvt Ltd - UNIT 2,Car service center,5,81,9715250788,"79/10, C4, Shanthi Apartments, Nattu Subbarayan St",Highly Recommended Service,https://www.karsenz.in/,Yes
Victory King Hydrochem - Home Building Renovation-Modular Kitchen-Bathroom Renovation-Electrical Plumbing Contractors Chennai,Plumber,4.8,78,9884013270,"32, Lakshmi Talkies Rd, Shenoy Nagar, Chennai, Tamil Nadu 600030",Highly Recommended Service,http://www.victorykingrenovation.com/,Yes
"Quick Service - Plumbing Work, Painting Work, Borewell",Plumber,4.8,78,9840407038,"No.07,Vembuli Amman koil street, Harrington Rd, Shenoy Nagar, Chennai, Tamil Nadu 600030",Highly Recommended Service,no website,No
S DRIVE porur,Car service center,4.2,131,9941931739,"172, Mount Poonamallee Rd, Porur, Chennai, Tamil Nadu 600116",Needs Improvement,https://services.sdrive.co.in/,Yes
Ever Green Home Cleaning Services,House cleaning,4.7,77,7200801841,"64, N Mada St, Thirunagar, Vadapalani, Chennai, Tamil Nadu 600026",Highly Recommended Service,http://evergreenhomecleaningservice.in/,Yes
